"inflation.target","inflation.lag1","inflation.lag2","inflation.lag3","inflation.lag4","inflation.lag5","inflation.lag6","inflation.lag7","unemp.lag1","unemp.lag2","unemp.lag3","unemp.lag4","unemp.lag5","unemp.lag6","unemp.lag7","oil.lag1","oil.lag2","oil.lag3","oil.lag4","oil.lag5","oil.lag6","oil.lag7"
-1.11887011430424,-2.76035786300166,-0.55594028000463,-4.33539246056808,-3.23859661179122,6.83519290123453,6.35184904415909,8.92988845519567,6.7,5.86666666666667,4.66666666666667,3.83333333333333,3.76666666666667,3.66666666666667,3.73333333333333,0,0,0,0,0,0,170.844252623078
-1.67945882800909,-1.11887011430424,-2.76035786300166,-0.55594028000463,-4.33539246056808,-3.23859661179122,6.83519290123453,6.35184904415909,6.96666666666667,6.7,5.86666666666667,4.66666666666667,3.83333333333333,3.76666666666667,3.66666666666667,0,0,0,0,0,0,0
4.01960299960789,-1.67945882800909,-1.11887011430424,-2.76035786300166,-0.55594028000463,-4.33539246056808,-3.23859661179122,6.83519290123453,6.4,6.96666666666667,6.7,5.86666666666667,4.66666666666667,3.83333333333333,3.76666666666667,0,0,0,0,0,0,0
6.89407554146411,4.01960299960789,-1.67945882800909,-1.11887011430424,-2.76035786300166,-0.55594028000463,-4.33539246056808,-3.23859661179122,5.56666666666667,6.4,6.96666666666667,6.7,5.86666666666667,4.66666666666667,3.83333333333333,0,0,0,0,0,0,0
8.52413904068665,6.89407554146411,4.01960299960789,-1.67945882800909,-1.11887011430424,-2.76035786300166,-0.55594028000463,-4.33539246056808,4.63333333333333,5.56666666666667,6.4,6.96666666666667,6.7,5.86666666666667,4.66666666666667,0,0,0,0,0,0,0
17.2046062748554,8.52413904068665,6.89407554146411,4.01960299960789,-1.67945882800909,-1.11887011430424,-2.76035786300166,-0.55594028000463,4.23333333333333,4.63333333333333,5.56666666666667,6.4,6.96666666666667,6.7,5.86666666666667,0,0,0,0,0,0,0
3.68140547947102,17.2046062748554,8.52413904068665,6.89407554146411,4.01960299960789,-1.67945882800909,-1.11887011430424,-2.76035786300166,3.5,4.23333333333333,4.63333333333333,5.56666666666667,6.4,6.96666666666667,6.7,0,0,0,0,0,0,0
0,3.68140547947102,17.2046062748554,8.52413904068665,6.89407554146411,4.01960299960789,-1.67945882800909,-1.11887011430424,3.1,3.5,4.23333333333333,4.63333333333333,5.56666666666667,6.4,6.96666666666667,0,0,0,0,0,0,0
6.3138821738332,0,3.68140547947102,17.2046062748554,8.52413904068665,6.89407554146411,4.01960299960789,-1.67945882800909,3.16666666666667,3.1,3.5,4.23333333333333,4.63333333333333,5.56666666666667,6.4,0,0,0,0,0,0,0
1.52766172707062,6.3138821738332,0,3.68140547947102,17.2046062748554,8.52413904068665,6.89407554146411,4.01960299960789,3.36666666666667,3.16666666666667,3.1,3.5,4.23333333333333,4.63333333333333,5.56666666666667,0,0,0,0,0,0,0
1.01265015584553,1.52766172707062,6.3138821738332,0,3.68140547947102,17.2046062748554,8.52413904068665,6.89407554146411,3.06666666666667,3.36666666666667,3.16666666666667,3.1,3.5,4.23333333333333,4.63333333333333,0,0,0,0,0,0,0
2.53955617573711,1.01265015584553,1.52766172707062,6.3138821738332,0,3.68140547947102,17.2046062748554,8.52413904068665,2.96666666666667,3.06666666666667,3.36666666666667,3.16666666666667,3.1,3.5,4.23333333333333,0,0,0,0,0,0,0
0.500938281494134,2.53955617573711,1.01265015584553,1.52766172707062,6.3138821738332,0,3.68140547947102,17.2046062748554,3.23333333333333,2.96666666666667,3.06666666666667,3.36666666666667,3.16666666666667,3.1,3.5,0,0,0,0,0,0,0
-1.48973189025792,0.500938281494134,2.53955617573711,1.01265015584553,1.52766172707062,6.3138821738332,0,3.68140547947102,2.83333333333333,3.23333333333333,2.96666666666667,3.06666666666667,3.36666666666667,3.16666666666667,3.1,0,0,0,0,0,0,0
2.02013825353049,-1.48973189025792,0.500938281494134,2.53955617573711,1.01265015584553,1.52766172707062,6.3138821738332,0,2.7,2.83333333333333,3.23333333333333,2.96666666666667,3.06666666666667,3.36666666666667,3.16666666666667,0,0,0,0,0,0,0
2.00998743788943,2.02013825353049,-1.48973189025792,0.500938281494134,2.53955617573711,1.01265015584553,1.52766172707062,6.3138821738332,2.56666666666667,2.7,2.83333333333333,3.23333333333333,2.96666666666667,3.06666666666667,3.36666666666667,13.6147608734597,0,0,0,0,0,0
0.996256323058176,2.00998743788943,2.02013825353049,-1.48973189025792,0.500938281494134,2.53955617573711,1.01265015584553,1.52766172707062,2.73333333333333,2.56666666666667,2.7,2.83333333333333,3.23333333333333,2.96666666666667,3.06666666666667,27.5936852481792,13.6147608734597,0,0,0,0,0
0,0.996256323058176,2.00998743788943,2.02013825353049,-1.48973189025792,0.500938281494134,2.53955617573711,1.01265015584553,3.7,2.73333333333333,2.56666666666667,2.7,2.83333333333333,3.23333333333333,2.96666666666667,0,27.5936852481792,13.6147608734597,0,0,0,0
-0.494131235443163,0,0.996256323058176,2.00998743788943,2.02013825353049,-1.48973189025792,0.500938281494134,2.53955617573711,5.26666666666667,3.7,2.73333333333333,2.56666666666667,2.7,2.83333333333333,3.23333333333333,0,0,27.5936852481792,13.6147608734597,0,0,0
-0.494742403457638,-0.494131235443163,0,0.996256323058176,2.00998743788943,2.02013825353049,-1.48973189025792,0.500938281494134,5.8,5.26666666666667,3.7,2.73333333333333,2.56666666666667,2.7,2.83333333333333,0,0,0,27.5936852481792,13.6147608734597,0,0
-1.48054200665484,-0.494742403457638,-0.494131235443163,0,0.996256323058176,2.00998743788943,2.02013825353049,-1.48973189025792,5.96666666666667,5.8,5.26666666666667,3.7,2.73333333333333,2.56666666666667,2.7,0,0,0,0,27.5936852481792,13.6147608734597,0
